Filename,Pre,Phone,Post,Begtime,Endtime,Duration,F1_ch1,F2_ch1,F3_ch1,F4_ch1,F1_ch2,F2_ch2,F3_ch2,F4_ch2,F1_ch3,F2_ch3,F3_ch3,F4_ch3,
ADG0_SA1,gcl,g,r,1.53,1.5691875,0.03918749999999993,897.4141021584445,1237.3266459184936,2605.4988278730602,3828.4299872417905,965.1744273153372,1250.1511874929452,2701.4709221871,3622.1488047841776,523.1520392078901,1252.1054033158007,2445.396631520761,3673.0330734299746,
ADG0_SA1,g,r,iy,1.5691875,1.6344375,0.06525000000000003,459.16916207882065,1267.1459383397137,1693.1040822998302,4176.9747362649305,466.9880365615643,1497.8649987934596,1683.0607613171799,4374.619774276266,472.7545084764126,1743.6495008141644,1961.4206720214188,4437.8973016836,
ADG0_SA1,r,iy,s,1.6344375,1.7025,0.06806249999999991,477.1101924515723,2059.9463267966803,2305.1835011736393,4436.852424676351,468.00737909970786,2439.066572769969,2657.663041120156,4510.153000259214,422.1956281669887,2609.1602849850537,3153.2149302949933,4540.368606735814,
ADG0_SA1,iy,s,iy,1.7025,1.832875,0.13037500000000013,815.9936054129676,2342.9526581503565,3288.8914242372844,4664.775147779139,1054.2284343426152,2176.0513575277155,3262.847232660208,3999.0928888441017,896.2313221218427,2141.045444639971,3277.8832618380166,4300.371257189108,
ADG0_SA1,s,iy,w,1.832875,1.8775,0.044624999999999915,463.42356612315837,2367.4845375040354,3103.760467894743,4739.5178622551275,494.56458252652624,2443.0247597356993,3028.2873846204943,4131.108410252081,477.26276960403635,2162.9611214277534,2764.9592374060094,3839.408292539607,
ADG0_SA1,iy,w,ao,1.8775,1.9816875,0.1041875000000001,440.4213811849743,1295.438084440868,2745.091952340349,3975.6310180853025,406.15387939323796,734.0674766269607,2708.862343380129,4063.4467525986493,448.06555641143126,892.3611633264167,2600.5494386368414,4019.754629571683,
ADG0_SA1,w,ao,sh,1.9816875,2.1575,0.17581250000000015,640.7763945776763,994.5128470789009,2674.23485921401,3956.8221466376135,770.9715981911819,1153.8741861154972,2546.0713071181526,3989.849582204735,703.1364618458763,1485.1413862392396,2177.0034400938675,3764.991344937376,
ADG0_SA1,ao,sh,epi,2.1575,2.2428125,0.08531249999999968,867.6817146629403,2312.919988159613,2685.4522062390947,3860.4396842950578,1756.4554110404497,2529.4292332696555,3553.6384413095006,4389.145252357325,997.5741523689289,1858.9166167225694,2754.388585376519,3893.809728666038,
ADG0_SA1,sh,epi,w,2.2428125,2.274125,0.0313125000000003,1099.9013057665568,1747.520732704786,2728.3802730734365,3783.5002654267687,1128.4932269127578,1779.972228897915,2944.177999002814,3942.4217490168467,829.4531756828428,1624.8686263838408,2511.538894266789,3857.6001895436343,
ADG0_SA1,epi,w,ao,2.274125,2.3289375,0.05481249999999971,471.4461714878896,872.0567202753717,2545.921360830712,3890.5999067106823,502.0515974474809,874.6617846952021,2602.6281929800693,3851.9967564009835,607.3749578415034,915.8187408852893,2650.4946456477282,3860.1609933784957,
ADG0_SA1,w,ao,dx,2.3289375,2.4125,0.0835625000000002,669.2151738406037,975.8086306278639,2613.078103551913,3868.489210096694,736.0162252043004,1110.4186771324835,2608.3314654893366,3973.146654817775,734.0295109233806,1232.9687192255276,2261.198715331531,3723.898123341429,
ADG0_SA1,ao,dx,axr,2.4125,2.4516875,0.03918749999999971,663.7570426747747,1354.0285188871221,1890.213195937226,3479.459849855995,606.8806401555212,1612.2404463906068,2645.006845171173,3597.471882471188,584.7281842876494,1608.3056300735516,2213.287438491772,3352.3147091736646,
ADG0_SA1,dx,axr,q,2.4516875,2.5398125,0.08812500000000023,586.277535520974,1265.646162838366,1606.6704344466118,3747.0523635944337,583.5403747114425,1200.1782036266782,1396.1503318090129,4188.368653167645,637.4417633310097,1188.5822307738204,1577.7447207498599,4209.74492096381,
ADG0_SA1,axr,q,ao,2.5398125,2.581375,0.04156249999999995,706.9869812723383,1227.6205223442976,1876.8118119850037,3938.4023583382314,772.8122512143824,1216.3385229051873,2243.0117759109085,3853.2486473159424,779.878969841353,1189.9618939949298,2559.5105248978352,3976.4276182223884,
ADG0_SA1,q,ao,l,2.581375,2.716625,0.1352500000000001,756.6137544390031,1146.282384239113,2945.9189814955644,4075.6282404946132,721.5704805227404,1038.8321745999926,3257.350040172543,3807.355654557796,683.4411431629865,1040.6910121787603,3266.7744907136193,4076.1189795828295,
ADG0_SA1,ao,l,y,2.716625,2.7766875,0.06006249999999991,650.0346179219837,1183.0028777791376,3046.482852936154,4003.476413873546,550.3543245798876,1398.7637739741303,2768.329431476979,4106.524372494787,463.44312753112064,1681.408305286203,2713.356182316841,4150.0011806128605,
ADG0_SA1,l,y,ih,2.7766875,2.899375,0.12268750000000006,419.17119801064456,2509.404644900408,2879.138141314254,4297.6119835822565,418.78101373070365,2678.697804626536,3476.069745875798,4702.787440385906,430.73838348058086,2642.3190084897883,3534.546118778202,4814.139400114809,
ADG0_SA1,y,ih,axr,2.899375,3.01425,0.11487500000000006,436.8285752860299,2563.1836329526977,3129.2095539460875,4632.439009746805,439.6618191216208,2242.295777621253,2558.437211586539,4406.606482095348,451.88393067975426,1855.4322650561044,2096.251690813594,4328.275209419512,
ADG0_SA1,ih,axr,h#,3.01425,3.1425,0.12824999999999998,475.5034077298422,1605.683931957681,1812.5871065323204,4373.845923432267,506.49684060468053,1405.732161337433,1601.9560302097402,4167.012674598237,520.3484616397573,1409.9014749496207,2294.1692715565214,4214.250425061746,
ADG0_SA1,ih,h#,End,3.1425,3.44,0.2974999999999999,977.6089913750982,1575.9803667873516,3021.012581089903,4170.893735756962,1253.2463071760542,2358.3353531945113,3473.08430304882,4419.092237075997,1085.248226421265,2129.3916450322117,3085.4579651446857,4177.988479613762,
ADG0_SA2,Start,h#,d,0,0.133125,0.133125,724.4330943095592,2028.5201671943096,3010.896478310895,0,1068.773379733334,2204.664484916248,3198.2309054664447,0,1130.7879458422,2299.933335649072,3221.6485639124285,0,
ADG0_SA2,h#,d,ow,0.133125,0.1575,0.024375000000000008,1058.608236367799,2005.9132593810034,2942.842524712909,3780.2737002455983,884.5878521702443,2043.9982035927765,3140.4736461429584,3974.9084822879436,603.8784001755084,2000.1006524716183,3066.7136965578493,4462.570488568663,
ADG0_SA2,d,ow,n,0.1575,0.2925,0.13499999999999998,651.3939937512733,1915.7541984178315,2954.5905901546466,4481.492465848341,773.8739883016723,1755.9206240087663,2941.0926306521465,4125.168721420564,668.3858654962157,1698.2898142358056,2565.0309722617394,3568.6630758456704,
ADG0_SA2,ow,n,tcl,0.2925,0.3133125,0.02081250000000001,417.991884484795,1770.3257874834646,2675.6195518272834,3831.1967894495065,320.94329353820166,1890.7023473424526,2885.6869038681884,3967.788331001854,304.76258972922983,2269.0380297330153,2967.475721302398,3820.07304338979,
ADG0_SA2,n,tcl,t,0.3133125,0.3315625,0.01824999999999999,335.0665997839418,2141.7448190147206,2928.2278171148464,3775.7464638779306,518.8616680251405,1493.9613434745886,2833.044140817612,4042.5289020952328,1081.5808300472386,2112.979859491252,2966.86984698362,4108.218499074882,
ADG0_SA2,tcl,t,ae,0.3315625,0.3524375,0.020875000000000032,1139.350271139868,2067.290702255434,2986.9741827118764,4078.5613454088743,862.3554193475582,2034.969988358211,3061.107643160497,4101.759805062363,597.3480142609815,2039.5533133965284,3069.4483271332856,4315.552324695346,
ADG0_SA2,t,ae,s,0.3524375,0.5325,0.18006249999999996,633.2072393657437,2227.5728066563206,3027.622176803516,4388.829113412574,704.5127428192322,2261.425422338181,3054.8591950761156,4305.148370154478,761.3547507251062,1924.5516717220682,3094.153901461437,4462.898633058321,
ADG0_SA2,ae,s,kcl,0.5325,0.604125,0.07162500000000005,962.5141682772135,1996.0253461170755,3093.6650476106256,0,1205.4308620484392,1962.3323660759409,3152.0240472197625,0,1099.9010712459287,1630.9189464429755,3007.4564632511742,0,
ADG0_SA2,s,kcl,m,0.604125,0.6625,0.058374999999999955,1119.1516917436652,1940.309684673852,3288.974345449235,4568.348329741381,855.0243353832424,1784.9495773480796,2863.570024340538,3987.3933459929362,743.224210942782,1304.4017331153768,2951.7809623092576,4081.1127546432717,
ADG0_SA2,kcl,m,iy,0.6625,0.7023125,0.03981250000000003,328.3802431921686,1238.8376167699791,2676.4471304716244,4168.55083249806,376.44208005665985,1643.6296028348854,2667.797872668211,4440.584647108664,438.4671395271608,1951.9917298608084,2659.134915996712,4105.422283601248,
ADG0_SA2,m,iy,tcl,0.7023125,0.7675,0.06518749999999995,531.6223020530621,2310.5457646035156,3054.2490921393874,4225.67852878495,549.0862118216583,2476.493980902304,3196.9535705980693,4521.68657347754,512.6606415540429,2323.333201076971,3143.280028746246,4667.67155474717,
ADG0_SA2,iy,tcl,t,0.7675,0.7925,0.025000000000000022,506.1837919415381,2280.6172670774563,2930.1876153835296,4658.245836875674,651.3643340153928,2499.9121465687817,3068.3751240566867,4642.872969986217,645.3172395912179,2759.5991423843097,4008.4231540749697,4730.81129932754,
ADG0_SA2,tcl,t,ix,0.7925,0.8175,0.025000000000000022,798.3970714294295,2366.7024471999976,3669.496210087081,0,862.5347250892473,2088.5060960302026,3476.63832796383,0,541.3083451806003,2122.6881441811443,3128.077587423998,0,
ADG0_SA2,t,ix,kcl,0.8175,0.8625,0.04500000000000004,491.03167326767766,2266.891417840178,2990.3337875824996,4429.951940456391,468.0326898847205,2350.561799339892,2819.9277866940633,4480.9394961892285,464.5097111203563,2469.4487155153097,2688.8814612135125,4607.449761032306,
ADG0_SA2,ix,kcl,k,0.8625,0.9111875,0.048687499999999995,534.3964051918344,2310.481652074945,2899.5274523938847,4129.744318856405,1002.9806798866852,2246.851163340599,3338.9983156798553,4320.084361766985,1478.081085330289,2303.1204261022335,2900.8935796991104,4261.397562537721,
ADG0_SA2,kcl,k,ih,0.9111875,0.9825,0.0713125,890.0814706259353,2355.7889476131045,3079.936086524782,4243.739858488385,903.9894499163692,2754.815521737823,3374.805340377169,4512.376070211978,598.6423548963164,2677.5351020860603,3182.899132192223,4181.047138929059,
ADG0_SA2,k,ih,r,0.9825,1.0548125,0.07231249999999989,506.75289324043,2333.3636210506484,2738.1286697034093,4035.372670962745,510.5455230041801,2076.272652469526,2393.783083170833,4090.858466038775,504.8888555636139,1762.8616238566854,2056.6279889818234,4242.967593498459,
ADG0_SA2,ih,r,iy,1.0548125,1.1226875,0.06787500000000013,504.51709856333343,1602.8402353280042,1785.142269158643,4411.073645142857,506.3964414846291,1465.076655859025,1749.3296275550379,4492.297947301162,509.5457464925996,1659.1341435182198,1853.408319405906,4525.0330995642,
ADG0_SA2,r,iy,eh,1.1226875,1.203625,0.08093749999999988,503.0636966086864,1983.629652965057,2243.169907856926,4530.969948488963,497.4525314644214,2454.4381046179383,2660.0785158810872,4661.604664572298,532.029422140768,2577.3165398341175,3059.8750115135012,4657.877905160923,
ADG0_SA2,iy,eh,n,1.203625,1.2725,0.06887500000000002,642.504786471576,2408.6581498771125,3042.950947774143,4601.571319960286,678.5503251792707,2180.5956664890564,3028.250007722884,4390.7284907500625,700.693971904752,2026.5475498007183,3021.152519842351,4281.753291545675,
ADG0_SA2,eh,n,oy,1.2725,1.3125,0.040000000000000036,621.6944278165163,1800.0589862887562,2870.7268285972355,3976.8939976851684,577.9713445735084,1242.4810150275976,2636.9953519821775,2911.9676772738967,553.9453785549154,1569.1521322060175,2782.071409123117,2995.2509894636364,
ADG0_SA2,n,oy,l,1.3125,1.527375,0.21487499999999993,669.7346576752728,1252.0287133552229,2654.151596611434,3657.1186756630195,593.1938263001902,961.032170741576,2695.295462435241,3981.8850323432475,646.4697345858034,1566.5400847294304,2773.2241393698337,4124.691538370776,
ADG0_SA2,oy,l,iy,1.527375,1.579625,0.05225000000000013,485.0517400008951,1445.8779702704844,3154.5445107318196,4326.458415663504,478.67616271015396,1451.1291824655993,3150.894724035333,4125.4399607752675,493.04663972309453,1596.8626539533445,3181.50866884575,4291.1821680090725,
ADG0_SA2,l,iy,r,1.579625,1.639625,0.06000000000000005,526.4325604827837,1826.1776168342933,3132.724980161585,4445.664359588993,492.9079748570885,2062.327465751185,2933.2132007963505,4262.042204351198,469.605743173199,2045.8936867777086,2501.0078721623686,4237.213008882921,
ADG0_SA2,iy,r,ae,1.639625,1.757125,0.11749999999999994,467.4814254662262,1463.8321114311145,2415.8586359674196,4172.038513779031,526.3604160723544,1217.9933314836442,2431.646082952046,4025.660041310597,630.7248209190345,1417.6941968202698,1748.0311843923203,4325.72584300352,
ADG0_SA2,r,ae,gcl,1.757125,1.9225,0.16537500000000005,771.9076551779372,1922.4167383949873,2524.9726082365487,4245.5349561141575,824.8639476270243,2095.6974715955794,2927.8075092367667,4461.252503695762,727.4286832510065,2097.849179233375,2813.5151247756394,4468.848236019737,
ADG0_SA2,ae,gcl,g,1.9225,1.9575,0.03499999999999992,672.0379663360753,2228.4834381382693,2986.820245823456,0,1873.8466496574742,3057.2038807988415,4302.819759198506,0,1069.086465413999,1771.490530575041,3103.48194057712,0,
ADG0_SA2,gcl,g,l,1.9575,1.9843125,0.026812499999999906,860.734558995254,1489.5283697723114,2657.917634866294,3807.3586959216623,800.7589664666568,1437.0743633380696,2693.2945461988,4165.508159622258,630.469042209681,1305.487719743191,2807.505422086147,4241.806669726051,
ADG0_SA2,g,l,ay,1.9843125,2.039125,0.05481249999999993,537.5642682367214,1099.9940737345623,3299.2482016510285,0,581.8471578663456,973.0158525589686,3561.7026120160176,0,683.4553406910309,1034.002954986922,3484.619491977328,0,
ADG0_SA2,l,ay,kcl,2.039125,2.1325,0.09337499999999999,780.863856459475,1221.918362379056,3319.4590545351375,4104.108123540139,825.6599320410457,1538.8804469257993,3025.8910162954053,4163.360601387415,669.3886679668822,2058.957303009238,2730.423234237682,4305.874905810125,
